;LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
4915;5135.0;330.0;E;9000.0;4.7;4.2;2.0;0.16;0.01;0.07;0.07;0.12;0.01;0.712;7.457;0.89;41.991253;42300.0
4916;5136.0;330.0;E;10000.0;4.7;4.2;2.0;0.2;0.01;0.09;0.07;0.12;0.01;0.89;7.457;0.89;41.991253;47000.0
4917;5137.0;330.0;E;11000.0;4.7;4.2;2.0;0.24;0.02;0.1;0.07;0.12;0.01;1.068;14.914;0.89;41.991253;51700.0
4918;5138.0;330.0;E;12000.0;4.7;4.2;2.0;0.28;0.02;0.12;0.07;0.12;0.01;1.246;14.914;0.89;41.991253;56400.0
4919;5139.0;330.0;E;13000.0;4.7;4.2;2.0;0.34;0.03;0.15;0.07;0.12;0.01;1.513;22.371;0.89;41.991253;61100.0
4920;5140.0;330.0;E;13999.0;4.7;4.2;2.0;0.39;0.04;0.17;0.07;0.12;0.01;1.7355;29.828;0.89;41.991253;65795.3
4921;5141.0;330.0;E;15000.0;4.7;4.2;2.0;0.45;0.05;0.19;0.07;0.12;0.01;2.0025;37.285;0.89;41.991253;70500.0
4922;5142.0;330.0;E;16000.0;4.7;4.2;2.0;0.51;0.06;0.22;0.07;0.12;0.01;2.2695;44.742;0.89;41.991253;75200.0
4923;5143.0;330.0;E;17000.0;4.7;4.2;2.0;0.57;0.07;0.25;0.07;0.12;0.01;2.5365;52.199;0.89;41.991253;79900.0
4924;5144.0;330.0;E;18000.0;4.7;4.2;2.0;0.64;0.08;0.28;0.07;0.12;0.01;2.848;59.656;0.89;41.991253;84600.0
4925;5145.0;330.0;E;19000.0;4.7;4.2;2.0;0.72;0.09;0.32;0.07;0.12;0.01;3.204;67.113;0.89;41.991253;89300.0
4926;5146.0;330.0;E;20000.0;4.7;4.2;2.0;0.79;0.11;0.35;0.07;0.12;0.01;3.5155;82.027;0.89;41.991253;94000.0
4927;5147.0;330.0;E;21000.0;4.7;4.2;2.0;0.87;0.13;0.39;0.07;0.12;0.01;3.8715;96.941;0.89;41.991253;98700.0
4928;4930.0;324.0;;30000.0;4.75;4.0;2.0;1.96;0.37;0.78;0.07;0.13;0.01;8.722;275.909;0.84;53.42654;142500.0
4929;4931.0;324.0;;31000.0;4.75;4.0;2.0;2.09;0.41;0.83;0.07;0.13;0.01;9.3005;305.737;0.84;53.42654;147250.0
4930;4932.0;324.0;;32000.0;4.75;4.0;2.0;2.23;0.45;0.88;0.07;0.13;0.01;9.9235;335.565;0.84;53.42654;152000.0
4931;4933.0;324.0;;33000.0;4.75;4.0;2.0;2.38;0.52;1.0;0.08;0.13;0.01;10.591;387.764;0.84;46.748222;156750.0
4932;4934.0;324.0;;34000.0;4.75;4.0;2.0;2.54;0.65;1.21;0.09;0.14;0.01;11.303;484.705;0.84;46.43972;161500.0
4933;4935.0;324.0;;35000.0;4.75;4.0;2.0;2.71;0.8;1.44;0.1;0.14;0.01;12.0595;596.56;0.84;41.79575;166250.0
4934;4936.0;324.0;;36000.0;4.75;4.0;2.0;2.89;0.98;1.72;0.11;0.14;0.01;12.8605;730.786;0.84;37.996136;171000.0
4935;4937.0;324.0;;37000.0;4.75;4.0;2.0;3.08;1.21;2.06;0.12;0.14;0.01;13.706;902.297;0.84;34.829792;175750.0
4936;4938.0;324.0;;38000.0;4.75;4.0;2.0;3.3;1.6;2.65;0.15;0.14;0.01;14.685;1193.12;0.84;27.863832;180500.0
4937;4939.0;324.0;;39000.0;4.75;4.0;2.0;3.51;2.0;3.23;0.17;0.14;0.01;15.6195;1491.4;0.84;24.585735;185250.0
4938;4940.0;324.0;;40000.0;4.75;4.0;2.0;3.76;2.54;4.01;0.2;0.14;0.01;16.732;1894.078;0.84;20.897875;190000.0
4939;4941.0;324.0;;41000.0;4.75;4.0;2.0;3.98;2.87;4.41;0.21;0.15;0.01;17.711;2140.159;0.84;22.072811;194750.0
4940;4942.0;324.0;;42000.0;4.75;4.0;2.0;4.16;2.9;4.35;0.2;0.15;0.01;18.512;2162.53;0.84;23.176453;199500.0
4941;5148.0;330.0;E;22000.0;4.7;4.2;2.0;0.96;0.15;0.43;0.07;0.12;0.01;4.272;111.855;0.89;41.991253;103400.0
4942;827.0;42.0;E;13000.0;11.0;5.5;2.0;8.68;1.73;8.37;0.06;0.11;0.06;38.626;1290.061;0.5;42.99548;143000.0
4943;836.0;42.0;E;22000.0;11.0;5.5;2.0;24.14;8.93;25.58;0.06;0.11;0.06;107.423;6659.101;0.5;42.99548;242000.0
4944;5149.0;330.0;E;23000.0;4.7;4.2;2.0;1.05;0.17;0.47;0.07;0.12;0.01;4.6725;126.769;0.89;41.991253;108100.0
4945;5150.0;330.0;E;24000.0;4.7;4.2;2.0;1.14;0.19;0.5;0.07;0.12;0.01;5.073;141.683;0.89;41.991253;112800.0
4946;5151.0;330.0;E;25000.0;4.7;4.2;2.0;1.24;0.21;0.54;0.07;0.12;0.01;5.518;156.597;0.89;41.991253;117500.0
4947;5152.0;330.0;E;26000.0;4.7;4.2;2.0;1.34;0.24;0.58;0.07;0.12;0.01;5.963;178.968;0.89;41.991253;122200.0
4948;5153.0;330.0;E;26999.0;4.7;4.2;2.0;1.44;0.26;0.62;0.07;0.12;0.01;6.408;193.882;0.89;41.991253;126895.3
4949;5154.0;330.0;E;28000.0;4.7;4.2;2.0;1.55;0.29;0.66;0.07;0.12;0.01;6.8975;216.253;0.89;41.991253;131600.0
4950;5155.0;330.0;E;29000.0;4.7;4.2;2.0;1.66;0.32;0.7;0.07;0.12;0.01;7.387;238.624;0.89;41.991253;136300.0
4951;5170.0;331.0;E;5000.0;4.0;3.3;2.0;0.04;0.01;0.01;0.1;0.18;0.01;0.178;7.457;0.83;54.0;20000.0
4952;1571.0;85.0;E;12000.0;12.0;6.0;2.0;10.06;2.13;11.17;0.06;0.11;0.07;44.767;1588.341;0.5;42.99548;144000.0
4953;5171.0;331.0;E;6000.0;4.0;3.3;2.0;0.05;0.01;0.02;0.1;0.18;0.01;0.2225;7.457;0.83;54.0;24000.0
4954;5172.0;331.0;E;7000.0;4.0;3.3;2.0;0.07;0.01;0.03;0.1;0.18;0.01;0.3115;7.457;0.83;54.0;28000.0
4955;5173.0;331.0;E;8000.0;4.0;3.3;2.0;0.09;0.01;0.03;0.1;0.18;0.01;0.4005;7.457;0.83;54.0;32000.0
4956;5174.0;331.0;E;9000.0;4.0;3.3;2.0;0.12;0.01;0.04;0.1;0.18;0.01;0.534;7.457;0.83;54.0;36000.0
4957;5175.0;331.0;E;10000.0;4.0;3.3;2.0;0.14;0.01;0.05;0.1;0.18;0.01;0.623;7.457;0.83;54.0;40000.0
4958;5176.0;331.0;E;11000.0;4.0;3.3;2.0;0.17;0.01;0.06;0.1;0.18;0.01;0.7565;7.457;0.83;54.0;44000.0
4959;5177.0;331.0;E;12000.0;4.0;3.3;2.0;0.21;0.02;0.08;0.1;0.18;0.01;0.9345;14.914;0.83;54.0;48000.0
4960;5178.0;331.0;E;13000.0;4.0;3.3;2.0;0.24;0.02;0.09;0.1;0.18;0.01;1.068;14.914;0.83;54.0;52000.0
4961;5179.0;331.0;E;14000.0;4.0;3.3;2.0;0.28;0.02;0.11;0.1;0.18;0.01;1.246;14.914;0.83;54.0;56000.0
4962;5180.0;331.0;E;15000.0;4.0;3.3;2.0;0.32;0.03;0.12;0.1;0.18;0.01;1.424;22.371;0.83;54.0;60000.0
4963;5181.0;331.0;E;16000.0;4.0;3.3;2.0;0.37;0.04;0.14;0.1;0.18;0.01;1.6465;29.828;0.83;54.0;64000.0
4964;267.0;13.0;E;16000.0;10.0;5.0;2.0;9.62;2.28;8.98;0.07;0.12;0.05;42.809;1700.196;0.5;41.991253;160000.0
4965;5187.0;331.0;E;22000.0;4.0;3.3;2.0;0.7;0.09;0.26;0.1;0.18;0.01;3.115;67.113;0.83;54.0;88000.0
4966;5188.0;331.0;E;23000.0;4.0;3.3;2.0;0.76;0.1;0.29;0.1;0.18;0.01;3.382;74.57;0.83;54.0;92000.0
4967;5189.0;331.0;E;24000.0;4.0;3.3;2.0;0.83;0.12;0.31;0.1;0.18;0.01;3.6935;89.484;0.83;54.0;96000.0
4968;5190.0;331.0;E;25000.0;4.0;3.3;2.0;0.9;0.13;0.34;0.1;0.18;0.01;4.005;96.941;0.83;54.0;100000.0
4969;5191.0;331.0;E;26000.0;4.0;3.3;2.0;0.98;0.15;0.36;0.1;0.18;0.01;4.361;111.855;0.83;54.0;104000.0
4970;5192.0;331.0;E;27000.0;4.0;3.3;2.0;1.05;0.17;0.39;0.1;0.18;0.01;4.6725;126.769;0.83;54.0;108000.0
4971;5193.0;331.0;E;28000.0;4.0;3.3;2.0;1.13;0.18;0.41;0.1;0.18;0.01;5.0285;134.226;0.83;54.0;112000.0
4972;5194.0;331.0;E;29000.0;4.0;3.3;2.0;1.21;0.2;0.44;0.1;0.18;0.01;5.3845;149.14;0.83;54.0;116000.0
4973;5195.0;331.0;E;30000.0;4.0;3.3;2.0;1.3;0.22;0.47;0.1;0.18;0.01;5.785;164.054;0.83;54.0;120000.0
4974;5196.0;331.0;E;31000.0;4.0;3.3;2.0;1.39;0.25;0.5;0.1;0.18;0.01;6.1855;186.425;0.83;54.0;124000.0
4975;5197.0;331.0;E;32000.0;4.0;3.3;2.0;1.48;0.27;0.53;0.1;0.18;0.01;6.586;201.339;0.83;54.0;128000.0
4976;5198.0;331.0;E;33000.0;4.0;3.3;2.0;1.58;0.29;0.56;0.1;0.18;0.01;7.031;216.253;0.83;54.0;132000.0
4977;5199.0;331.0;E;34000.0;4.0;3.3;2.0;1.67;0.32;0.6;0.1;0.18;0.01;7.4315;238.624;0.83;54.0;136000.0
4978;5182.0;331.0;E;17000.0;4.0;3.3;2.0;0.41;0.04;0.16;0.11;0.18;0.01;1.8245;29.828;0.83;49.090908;68000.0
4979;5183.0;331.0;E;18000.0;4.0;3.3;2.0;0.47;0.05;0.18;0.11;0.18;0.01;2.0915;37.285;0.83;49.090908;72000.0
4980;5184.0;331.0;E;19000.0;4.0;3.3;2.0;0.52;0.06;0.2;0.11;0.18;0.01;2.314;44.742;0.83;49.090908;76000.0
4981;5185.0;331.0;E;20000.0;4.0;3.3;2.0;0.58;0.07;0.22;0.11;0.18;0.01;2.581;52.199;0.83;49.090908;80000.0
4982;5186.0;331.0;E;21000.0;4.0;3.3;2.0;0.63;0.08;0.24;0.11;0.18;0.01;2.8035;59.656;0.83;49.090908;84000.0
4983;5232.0;332.0;E;27000.0;4.0;4.5;2.0;1.2;0.22;0.51;0.13;0.2;0.01;5.34;164.054;1.13;48.650425;108000.0
4984;5233.0;332.0;E;28000.0;4.0;4.5;2.0;1.28;0.24;0.54;0.13;0.2;0.01;5.696;178.968;1.13;48.650425;112000.0
4985;5234.0;332.0;E;29000.0;4.0;4.5;2.0;1.38;0.26;0.58;0.13;0.2;0.01;6.141;193.882;1.13;48.650425;116000.0
4986;5235.0;332.0;E;30000.0;4.0;4.5;2.0;1.47;0.29;0.61;0.13;0.2;0.01;6.5415;216.253;1.13;48.650425;120000.0
4987;5211.0;332.0;E;6000.0;4.0;4.5;2.0;0.06;0.01;0.03;0.14;0.2;0.01;0.267;7.457;1.13;45.175396;24000.0
4988;5212.0;332.0;E;7000.0;4.0;4.5;2.0;0.08;0.01;0.04;0.14;0.2;0.01;0.356;7.457;1.13;45.175396;28000.0
4989;5213.0;332.0;E;8000.0;4.0;4.5;2.0;0.1;0.01;0.05;0.14;0.2;0.01;0.445;7.457;1.13;45.175396;32000.0
4990;5214.0;332.0;E;9000.0;4.0;4.5;2.0;0.13;0.01;0.06;0.14;0.2;0.01;0.5785;7.457;1.13;45.175396;36000.0
4991;5215.0;332.0;E;10000.0;4.0;4.5;2.0;0.16;0.01;0.07;0.14;0.2;0.01;0.712;7.457;1.13;45.175396;40000.0
4992;5216.0;332.0;E;11000.0;4.0;4.5;2.0;0.2;0.02;0.09;0.14;0.2;0.01;0.89;14.914;1.13;45.175396;44000.0
4993;5217.0;332.0;E;12000.0;4.0;4.5;2.0;0.24;0.02;0.11;0.14;0.2;0.01;1.068;14.914;1.13;45.175396;48000.0
4994;5218.0;332.0;E;13000.0;4.0;4.5;2.0;0.28;0.03;0.13;0.14;0.2;0.01;1.246;22.371;1.13;45.175396;52000.0
4995;5219.0;332.0;E;14000.0;4.0;4.5;2.0;0.32;0.03;0.15;0.14;0.2;0.01;1.424;22.371;1.13;45.175396;56000.0
4996;5220.0;332.0;E;15000.0;4.0;4.5;2.0;0.37;0.04;0.17;0.14;0.2;0.01;1.6465;29.828;1.13;45.175396;60000.0
4997;5221.0;332.0;E;16000.0;4.0;4.5;2.0;0.42;0.05;0.19;0.14;0.2;0.01;1.869;37.285;1.13;45.175396;64000.0
4998;5224.0;332.0;E;19000.0;4.0;4.5;2.0;0.59;0.08;0.27;0.14;0.2;0.01;2.6255;59.656;1.13;45.175396;76000.0
4999;5225.0;332.0;E;20000.0;4.0;4.5;2.0;0.66;0.09;0.3;0.14;0.2;0.01;2.937;67.113;1.13;45.175396;80000.0
5000;5226.0;332.0;E;21000.0;4.0;4.5;2.0;0.73;0.11;0.32;0.14;0.2;0.01;3.2485;82.027;1.13;45.175396;84000.0
5001;5227.0;332.0;E;22000.0;4.0;4.5;2.0;0.8;0.12;0.35;0.14;0.2;0.01;3.56;89.484;1.13;45.175396;88000.0
5002;5228.0;332.0;E;23000.0;4.0;4.5;2.0;0.87;0.14;0.38;0.14;0.2;0.01;3.8715;104.398;1.13;45.175396;92000.0
5003;5005.0;326.0;EC;30000.0;4.75;4.5;2.0;1.75;0.36;0.75;0.07;0.12;0.01;7.7875;268.452;0.95;47.382053;142500.0
5004;5006.0;326.0;EC;31000.0;4.75;4.5;2.0;1.87;0.39;0.8;0.07;0.12;0.01;8.3215;290.823;0.95;47.382053;147250.0
5005;5007.0;326.0;EC;32000.0;4.75;4.5;2.0;1.99;0.43;0.84;0.07;0.12;0.01;8.8555;320.651;0.95;47.382053;152000.0
5006;5008.0;326.0;EC;33000.0;4.75;4.5;2.0;2.11;0.47;0.89;0.07;0.12;0.01;9.3895;350.479;0.95;47.382053;156750.0
5007;5009.0;326.0;EC;34000.0;4.75;4.5;2.0;2.24;0.51;0.94;0.07;0.12;0.01;9.968;380.307;0.95;47.382053;161500.0
5008;5010.0;326.0;EC;35000.0;4.75;4.5;2.0;2.37;0.55;0.99;0.07;0.12;0.01;10.5465;410.135;0.95;47.382053;166250.0
5009;5011.0;326.0;EC;36000.0;4.75;4.5;2.0;2.51;0.6;1.04;0.07;0.12;0.01;11.1695;447.42;0.95;47.382053;171000.0
5010;5012.0;326.0;EC;37000.0;4.75;4.5;2.0;2.65;0.65;1.1;0.07;0.12;0.01;11.7925;484.705;0.95;47.382053;175750.0
5011;5013.0;326.0;EC;38000.0;4.75;4.5;2.0;2.81;0.79;1.3;0.07;0.12;0.01;12.5045;589.103;0.95;47.382053;180500.0
5012;5014.0;326.0;EC;39000.0;4.75;4.5;2.0;2.99;1.06;1.72;0.09;0.12;0.01;13.3055;790.442;0.95;36.85271;185250.0
5013;5015.0;326.0;EC;40000.0;4.75;4.5;2.0;3.16;1.23;1.94;0.1;0.12;0.01;14.062;917.211;0.95;33.16744;190000.0
5014;5016.0;326.0;EC;45000.0;4.75;4.5;2.0;4.18;2.78;3.89;0.16;0.13;0.01;18.601;2073.046;0.95;23.374111;213750.0
5015;5229.0;332.0;E;24000.0;4.0;4.5;2.0;0.94;0.16;0.41;0.14;0.2;0.01;4.183;119.312;1.13;45.175396;96000.0
5016;5230.0;332.0;E;25000.0;4.0;4.5;2.0;1.02;0.18;0.44;0.14;0.2;0.01;4.539;134.226;1.13;45.175396;100000.0
5017;5231.0;332.0;E;26000.0;4.0;4.5;2.0;1.11;0.2;0.47;0.14;0.2;0.01;4.9395;149.14;1.13;45.175396;104000.0
5018;5236.0;332.0;E;31000.0;4.0;4.5;2.0;1.58;0.33;0.68;0.14;0.2;0.01;7.031;246.081;1.13;45.175396;124000.0
5019;5222.0;332.0;E;17000.0;4.0;4.5;2.0;0.48;0.06;0.22;0.15;0.2;0.01;2.136;44.742;1.13;42.163704;68000.0
5020;5223.0;332.0;E;18000.0;4.0;4.5;2.0;0.53;0.07;0.24;0.15;0.2;0.01;2.3585;52.199;1.13;42.163704;72000.0
5021;5237.0;332.0;E;32000.0;4.0;4.5;2.0;1.7;0.41;0.8;0.15;0.2;0.01;7.565;305.737;1.13;42.163704;128000.0
5022;5238.0;332.0;E;33000.0;4.0;4.5;2.0;1.82;0.49;0.94;0.17;0.21;0.01;8.099;365.393;1.13;40.028103;132000.0
5023;5239.0;332.0;E;34000.0;4.0;4.5;2.0;1.95;0.59;1.09;0.18;0.21;0.01;8.6775;439.963;1.13;37.80432;136000.0
5024;5305.0;334.0;E;17000.0;5.1;4.5;2.0;1.09;0.14;0.53;0.1;0.18;0.01;4.8505;104.398;0.88;54.0;86700.0
5025;5306.0;334.0;E;18000.0;5.1;4.5;2.0;1.22;0.17;0.58;0.1;0.18;0.01;5.429;126.769;0.88;54.0;91800.0
5026;5307.0;334.0;E;19000.0;5.1;4.5;2.0;1.36;0.19;0.64;0.1;0.18;0.01;6.052;141.683;0.88;54.0;96900.0
5027;5291.0;334.0;E;3000.0;5.1;4.5;2.0;0.03;0.01;0.02;0.1;0.17;0.01;0.1335;7.457;0.88;49.56309;15300.0
5028;5293.0;334.0;E;5000.0;5.1;4.5;2.0;0.09;0.01;0.05;0.11;0.18;0.01;0.4005;7.457;0.88;49.090908;25500.0
5029;4968.0;325.0;E;30000.0;4.75;4.5;2.0;1.75;0.36;0.75;0.07;0.12;0.01;7.7875;268.452;0.95;41.991253;142500.0
5030;4969.0;325.0;E;31000.0;4.75;4.5;2.0;1.87;0.39;0.8;0.07;0.12;0.01;8.3215;290.823;0.95;41.991253;147250.0
5031;4970.0;325.0;E;32000.0;4.75;4.5;2.0;1.99;0.43;0.84;0.07;0.12;0.01;8.8555;320.651;0.95;41.991253;152000.0
5032;4971.0;325.0;E;33000.0;4.75;4.5;2.0;2.11;0.47;0.89;0.07;0.12;0.01;9.3895;350.479;0.95;41.991253;156750.0
5033;4972.0;325.0;E;34000.0;4.75;4.5;2.0;2.24;0.51;0.94;0.07;0.12;0.01;9.968;380.307;0.95;41.991253;161500.0
5034;4973.0;325.0;E;35000.0;4.75;4.5;2.0;2.37;0.55;0.99;0.07;0.12;0.01;10.5465;410.135;0.95;41.991253;166250.0
5035;4974.0;325.0;E;36000.0;4.75;4.5;2.0;2.51;0.6;1.04;0.07;0.12;0.01;11.1695;447.42;0.95;41.991253;171000.0
5036;4975.0;325.0;E;37000.0;4.75;4.5;2.0;2.65;0.65;1.1;0.07;0.12;0.01;11.7925;484.705;0.95;41.991253;175750.0
5037;4976.0;325.0;E;38000.0;4.75;4.5;2.0;2.81;0.79;1.3;0.07;0.12;0.01;12.5045;589.103;0.95;41.991253;180500.0
5038;5294.0;334.0;E;6000.0;5.1;4.5;2.0;0.14;0.01;0.07;0.11;0.18;0.01;0.623;7.457;0.88;49.090908;30600.0
5039;5295.0;334.0;E;7000.0;5.1;4.5;2.0;0.19;0.01;0.09;0.11;0.18;0.01;0.8455;7.457;0.88;49.090908;35700.0
5040;5296.0;334.0;E;8000.0;5.1;4.5;2.0;0.24;0.02;0.12;0.11;0.18;0.01;1.068;14.914;0.88;49.090908;40800.0
5041;5297.0;334.0;E;9000.0;5.1;4.5;2.0;0.31;0.02;0.16;0.11;0.18;0.01;1.3795;14.914;0.88;49.090908;45900.0
5042;5298.0;334.0;E;10000.0;5.1;4.5;2.0;0.38;0.03;0.19;0.11;0.18;0.01;1.691;22.371;0.88;49.090908;51000.0
5043;5299.0;334.0;E;11000.0;5.1;4.5;2.0;0.46;0.04;0.24;0.11;0.18;0.01;2.047;29.828;0.88;49.090908;56100.0
5044;5300.0;334.0;E;12000.0;5.1;4.5;2.0;0.55;0.05;0.28;0.11;0.18;0.01;2.4475;37.285;0.88;49.090908;61200.0
5045;5301.0;334.0;E;13000.0;5.1;4.5;2.0;0.64;0.07;0.32;0.11;0.18;0.01;2.848;52.199;0.88;49.090908;66300.0
5046;5302.0;334.0;E;13999.0;5.1;4.5;2.0;0.74;0.08;0.37;0.11;0.18;0.01;3.293;59.656;0.88;49.090908;71394.9
5047;5303.0;334.0;E;15000.0;5.1;4.5;2.0;0.85;0.1;0.42;0.11;0.18;0.01;3.7825;74.57;0.88;49.090908;76500.0
5048;5304.0;334.0;E;16000.0;5.1;4.5;2.0;0.97;0.12;0.47;0.11;0.18;0.01;4.3165;89.484;0.88;49.090908;81600.0
5049;5308.0;334.0;E;20000.0;5.1;4.5;2.0;1.51;0.24;0.74;0.11;0.18;0.01;6.7195;178.968;0.88;49.090908;102000.0
5050;5292.0;334.0;E;4000.0;5.1;4.5;2.0;0.06;0.01;0.03;0.11;0.17;0.01;0.267;7.457;0.88;45.057354;20400.0
5051;5309.0;334.0;E;21000.0;5.1;4.5;2.0;1.68;0.31;0.94;0.12;0.18;0.01;7.476;231.167;0.88;45.0;107100.0
5052;5332.0;335.0;E;26000.0;5.25;4.75;2.0;1.97;0.37;0.89;0.06;0.12;0.01;8.7665;275.909;0.9;48.989796;136500.0
5053;5312.0;335.0;E;6000.0;5.25;4.75;2.0;0.1;0.01;0.05;0.07;0.12;0.01;0.445;7.457;0.9;41.991253;31500.0
5054;5313.0;335.0;E;7000.0;5.25;4.75;2.0;0.14;0.01;0.07;0.07;0.12;0.01;0.623;7.457;0.9;41.991253;36750.0
5055;5314.0;335.0;E;8000.0;5.25;4.75;2.0;0.19;0.01;0.09;0.07;0.12;0.01;0.8455;7.457;0.9;41.991253;42000.0
5056;5315.0;335.0;E;9000.0;5.25;4.75;2.0;0.24;0.02;0.11;0.07;0.12;0.01;1.068;14.914;0.9;41.991253;47250.0
5057;5316.0;335.0;E;10000.0;5.25;4.75;2.0;0.29;0.02;0.14;0.07;0.12;0.01;1.2905;14.914;0.9;41.991253;52500.0
5058;5317.0;335.0;E;11000.0;5.25;4.75;2.0;0.35;0.03;0.17;0.07;0.12;0.01;1.5575;22.371;0.9;41.991253;57750.0
5059;5318.0;335.0;E;12000.0;5.25;4.75;2.0;0.42;0.04;0.2;0.07;0.12;0.01;1.869;29.828;0.9;41.991253;63000.0
5060;5319.0;335.0;E;13000.0;5.25;4.75;2.0;0.5;0.05;0.24;0.07;0.12;0.01;2.225;37.285;0.9;41.991253;68250.0
5061;5320.0;335.0;E;13999.0;5.25;4.75;2.0;0.57;0.06;0.28;0.07;0.12;0.01;2.5365;44.742;0.9;41.991253;73494.75
5062;5321.0;335.0;E;15000.0;5.25;4.75;2.0;0.66;0.08;0.32;0.07;0.12;0.01;2.937;59.656;0.9;41.991253;78750.0
5063;5322.0;335.0;E;16000.0;5.25;4.75;2.0;0.75;0.09;0.36;0.07;0.12;0.01;3.3375;67.113;0.9;41.991253;84000.0
5064;5323.0;335.0;E;17000.0;5.25;4.75;2.0;0.85;0.11;0.41;0.07;0.12;0.01;3.7825;82.027;0.9;41.991253;89250.0
5065;5324.0;335.0;E;18000.0;5.25;4.75;2.0;0.95;0.13;0.46;0.07;0.12;0.01;4.2275;96.941;0.9;41.991253;94500.0
5066;5325.0;335.0;E;19000.0;5.25;4.75;2.0;1.06;0.16;0.51;0.07;0.12;0.01;4.717;119.312;0.9;41.991253;99750.0
5067;5326.0;335.0;E;20000.0;5.25;4.75;2.0;1.17;0.18;0.56;0.07;0.12;0.01;5.2065;134.226;0.9;41.991253;105000.0
5068;5327.0;335.0;E;21000.0;5.25;4.75;2.0;1.29;0.2;0.61;0.07;0.12;0.01;5.7405;149.14;0.9;41.991253;110250.0
5069;5328.0;335.0;E;22000.0;5.25;4.75;2.0;1.41;0.23;0.66;0.07;0.12;0.01;6.2745;171.511;0.9;41.991253;115500.0
5070;5329.0;335.0;E;23000.0;5.25;4.75;2.0;1.54;0.26;0.72;0.07;0.12;0.01;6.853;193.882;0.9;41.991253;120750.0
5071;5330.0;335.0;E;24000.0;5.25;4.75;2.0;1.68;0.29;0.77;0.07;0.12;0.01;7.476;216.253;0.9;41.991253;126000.0
5072;5331.0;335.0;E;25000.0;5.25;4.75;2.0;1.82;0.33;0.83;0.07;0.12;0.01;8.099;246.081;0.9;41.991253;131250.0
5073;5365.0;336.0;E;26000.0;5.25;6.25;2.0;1.97;0.42;1.02;0.07;0.12;0.01;8.7665;313.194;1.19;41.991253;136500.0
5074;5347.0;336.0;E;6000.0;5.25;6.25;2.0;0.11;0.01;0.06;0.08;0.12;0.01;0.4895;7.457;1.19;36.742348;31500.0
5075;5348.0;336.0;E;7000.0;5.25;6.25;2.0;0.14;0.01;0.08;0.08;0.12;0.01;0.623;7.457;1.19;36.742348;36750.0
5076;5349.0;336.0;E;8000.0;5.25;6.25;2.0;0.19;0.01;0.1;0.08;0.12;0.01;0.8455;7.457;1.19;36.742348;42000.0
5077;5350.0;336.0;E;9000.0;5.25;6.25;2.0;0.24;0.02;0.13;0.08;0.12;0.01;1.068;14.914;1.19;36.742348;47250.0
5078;5351.0;336.0;E;10000.0;5.25;6.25;2.0;0.29;0.03;0.16;0.08;0.12;0.01;1.2905;22.371;1.19;36.742348;52500.0
5079;5081.0;328.0;EC;30000.0;4.75;4.75;2.0;1.75;0.37;0.78;0.07;0.12;0.01;7.7875;275.909;1.0;47.382053;142500.0
5080;5082.0;328.0;EC;31000.0;4.75;4.75;2.0;1.87;0.4;0.82;0.07;0.12;0.01;8.3215;298.28;1.0;47.382053;147250.0
5081;5083.0;328.0;EC;32000.0;4.75;4.75;2.0;1.99;0.44;0.87;0.07;0.12;0.01;8.8555;328.108;1.0;47.382053;152000.0
5082;5084.0;328.0;EC;33000.0;4.75;4.75;2.0;2.11;0.48;0.92;0.07;0.12;0.01;9.3895;357.936;1.0;47.382053;156750.0
5083;5085.0;328.0;EC;34000.0;4.75;4.75;2.0;2.24;0.52;0.97;0.07;0.12;0.01;9.968;387.764;1.0;47.382053;161500.0
5084;5086.0;328.0;EC;35000.0;4.75;4.75;2.0;2.37;0.56;1.02;0.07;0.12;0.01;10.5465;417.592;1.0;47.382053;166250.0
5085;5087.0;328.0;EC;36000.0;4.75;4.75;2.0;2.51;0.61;1.07;0.07;0.12;0.01;11.1695;454.877;1.0;47.382053;171000.0
5086;5088.0;328.0;EC;37000.0;4.75;4.75;2.0;2.65;0.67;1.14;0.07;0.12;0.01;11.7925;499.619;1.0;47.382053;175750.0
5087;5089.0;328.0;EC;38000.0;4.75;4.75;2.0;2.81;0.83;1.38;0.08;0.12;0.01;12.5045;618.931;1.0;41.459297;180500.0
5088;5090.0;328.0;EC;39000.0;4.75;4.75;2.0;3.0;1.13;1.83;0.1;0.12;0.01;13.35;842.641;1.0;33.16744;185250.0
5089;5091.0;328.0;EC;40000.0;4.75;4.75;2.0;3.18;1.32;2.09;0.11;0.12;0.01;14.151;984.324;1.0;30.152216;190000.0
5090;5092.0;328.0;EC;41000.0;4.75;4.75;2.0;3.38;1.72;2.65;0.13;0.12;0.01;15.041;1282.604;1.0;25.513414;194750.0
5091;5093.0;328.0;EC;42000.0;4.75;4.75;2.0;3.57;1.89;2.84;0.13;0.12;0.01;15.8865;1409.373;1.0;25.513414;199500.0
5092;5094.0;328.0;EC;43000.0;4.75;4.75;2.0;3.81;2.56;3.74;0.17;0.13;0.01;16.9545;1908.992;1.0;21.999163;204250.0
5093;5352.0;336.0;E;11000.0;5.25;6.25;2.0;0.35;0.04;0.2;0.08;0.12;0.01;1.5575;29.828;1.19;36.742348;57750.0
