LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
1389;75;N;5000;12;13;2;1.78;0.15;1.85;0.06;0.11;0.07;7.921;111.855;1.08;48.51520143;60000
1390;75;N;6000;12;13;2;2.56;0.25;2.65;0.06;0.11;0.07;11.392;186.425;1.08;48.51520143;72000
1391;75;N;7000;12;13;2;3.64;0.78;7.01;0.11;0.11;0.07;16.198;581.646;1.08;26.46283714;84000
1392;75;N;8000;12;13;2;4.94;1.67;13.2;0.16;0.12;0.07;21.983;1245.319;1.08;20.72964897;96000
1393;75;N;9000;12;13;2;6.47;3.07;21.51;0.21;0.12;0.07;28.7915;2289.299;1.08;15.79401826;108000
1394;75;N;10000;12;13;2;8.24;5.14;32.43;0.26;0.12;0.07;36.668;3832.898;1.08;12.75670706;120000
1395;75;N;11000;12;13;2;10.27;8.09;46.35;0.3;0.13;0.07;45.7015;6032.713;1.08;12.46619268;132000
1401;76;NULL;1000;12;14;2;0.08;0.01;0.09;0.08;0.12;0.07;0.356;7.457;1.17;41.45929794;12000
1402;76;NULL;2000;12;14;2;0.3;0.01;0.38;0.08;0.12;0.07;1.335;7.457;1.17;41.45929794;24000
1403;76;NULL;3000;12;14;2;0.68;0.04;0.85;0.08;0.12;0.07;3.026;29.828;1.17;41.45929794;36000
1404;76;NULL;4000;12;14;2;1.21;0.09;1.41;0.07;0.11;0.07;5.3845;67.113;1.17;41.58445837;48000
1405;76;NULL;5000;12;14;2;1.88;0.16;2.01;0.06;0.11;0.07;8.366;119.312;1.17;48.51520143;60000
1406;76;NULL;6000;12;14;2;2.76;0.38;3.98;0.09;0.12;0.07;12.282;283.366;1.17;36.85270928;72000
1407;76;NULL;7000;12;14;2;3.94;1.03;9.27;0.15;0.12;0.07;17.533;768.071;1.17;22.11162557;84000
1408;76;NULL;8000;12;14;2;5.35;2.12;16.66;0.21;0.13;0.07;23.8075;1580.884;1.17;17.80884669;96000
1409;76;NULL;9000;12;14;2;7.02;3.8;26.59;0.26;0.13;0.07;31.239;2833.66;1.17;14.38406848;108000
1363;73;N;12000;12;12;2;12.4;10.95;57.52;0.32;0.13;0.07;55.18;8165.415;1;11.68705564;144000
1364;73;N;13000;12;12;2;14.1;11.95;57.93;0.27;0.13;0.07;62.745;8911.115;1;13.8513252;156000
1365;73;N;13999;12;12;2;15.88;12.84;57.78;0.23;0.12;0.07;70.666;9574.788;1;14.42062537;167988
1366;73;N;15000;12;12;2;17.83;15.29;64.24;0.23;0.12;0.07;79.3435;11401.753;1;14.42062537;180000
1367;73;N;16000;12;12;2;19.51;12.29;48.41;0.15;0.12;0.07;86.8195;9164.653;1;22.11162557;192000
1368;73;N;18000;12;12;2;24.64;19.33;67.68;0.17;0.12;0.07;109.648;14414.381;1;19.51025785;216000
1410;76;NULL;10000;12;14;2;8.97;6.27;39.5;0.31;0.14;0.07;39.9165;4675.539;1.17;13.48249976;120000
1411;76;NULL;11000;12;14;2;11.2;9.75;55.87;0.37;0.14;0.07;49.84;7270.575;1.17;11.29614845;132000
1417;77;SF;2000;12;3.8;2;0.31;0.01;0.25;0.05;0.12;0.07;1.3795;7.457;0.32;66.3348767;24000
1418;77;SF;3000;12;3.8;2;0.69;0.03;0.53;0.05;0.12;0.07;3.0705;22.371;0.32;66.3348767;36000
1419;77;SF;4000;12;3.8;2;1.22;0.06;0.9;0.04;0.12;0.07;5.429;44.742;0.32;82.91859587;48000
1420;77;SF;5000;12;3.8;2;1.9;0.11;1.4;0.04;0.11;0.07;8.455;82.027;0.32;72.77280214;60000
1421;77;SF;6000;12;3.8;2;2.71;0.19;2.01;0.04;0.11;0.07;12.0595;141.683;0.32;72.77280214;72000
1422;77;SF;7000;12;3.8;2;3.7;0.3;2.73;0.04;0.11;0.07;16.465;223.71;0.32;72.77280214;84000
1423;77;SF;8000;12;3.8;2;4.89;0.46;3.59;0.04;0.12;0.07;21.7605;343.022;0.32;82.91859587;96000
1424;77;SF;9000;12;3.8;2;6.23;0.65;4.55;0.04;0.12;0.07;27.7235;484.705;0.32;82.91859587;108000
1425;77;SF;10000;12;3.8;2;7.79;0.9;5.66;0.04;0.12;0.07;34.6655;671.13;0.32;82.91859587;120000
1380;74;NULL;12000;12;13;2;12.76;10.17;53.42;0.29;0.13;0.07;56.782;7583.769;1.08;12.8960614;144000
1381;74;NULL;13000;12;13;2;14.48;10.75;52.1;0.24;0.13;0.07;64.436;8016.275;1.08;15.58274085;156000
1382;74;NULL;13999;12;13;2;16.25;10.95;49.29;0.2;0.13;0.07;72.3125;8165.415;1.08;18.69928902;167988
1383;74;NULL;16000;12;13;2;19.8;8.55;33.69;0.1;0.12;0.07;88.11;6375.735;1.08;33.16743835;192000
1384;74;NULL;18000;12;13;2;25.85;19.19;67.19;0.16;0.12;0.07;115.0325;14309.983;1.08;20.72964897;216000
1426;77;SF;11000;12;3.8;2;9.43;1.2;6.88;0.05;0.12;0.07;41.9635;894.84;0.32;66.3348767;132000
1433;78;NULL;1000;12;4;2;0.05;0.01;0.03;0.02;0.08;0.07;0.2225;7.457;0.33;90.27033337;12000
1434;78;NULL;2000;12;4;2;0.2;0.01;0.12;0.02;0.08;0.07;0.89;7.457;0.33;90.27033337;24000
1435;78;NULL;3000;12;4;2;0.45;0.01;0.28;0.02;0.08;0.07;2.0025;7.457;0.33;90.27033337;36000
1436;78;NULL;4000;12;4;2;0.81;0.03;0.5;0.03;0.08;0.07;3.6045;22.371;0.33;60.18022225;48000
1437;78;NULL;5000;12;4;2;1.26;0.06;0.78;0.02;0.08;0.07;5.607;44.742;0.33;90.27033337;60000
1438;78;NULL;6000;12;4;2;1.83;0.1;1.1;0.02;0.08;0.07;8.1435;74.57;0.33;90.27033337;72000
1439;78;NULL;7000;12;4;2;2.5;0.16;1.48;0.02;0.08;0.07;11.125;119.312;0.33;90.27033337;84000
1440;78;NULL;8000;12;4;2;3.3;0.25;1.97;0.02;0.08;0.07;14.685;186.425;0.33;90.27033337;96000
1441;78;NULL;9000;12;4;2;4.22;0.37;2.58;0.03;0.08;0.07;18.779;275.909;0.33;60.18022225;108000
1442;78;NULL;10000;12;4;2;5.26;0.52;3.29;0.03;0.08;0.07;23.407;387.764;0.33;60.18022225;120000
1396;75;N;12000;12;13;2;12.43;11.5;60.39;0.33;0.13;0.07;55.3135;8575.55;1.08;11.33290244;144000
1397;75;N;13000;12;13;2;14.11;12.5;60.61;0.28;0.13;0.07;62.7895;9321.25;1.08;13.35663502;156000
1398;75;N;13999;12;13;2;15.86;13.27;59.72;0.24;0.12;0.07;70.577;9895.439;1.08;13.81976598;167988
1399;75;N;15000;12;13;2;17.95;16.51;69.39;0.24;0.12;0.07;79.8775;12311.507;1.08;13.81976598;180000
1400;75;N;16000;12;13;2;19.36;11.93;46.98;0.15;0.11;0.07;86.152;8896.201;1.08;19.40608057;192000
1443;78;NULL;11000;12;4;2;6.45;0.72;4.13;0.03;0.08;0.07;28.7025;536.904;0.33;60.18022225;132000
1453;79;MR;2000;12;4.5;2;0.26;0.01;0.19;0.04;0.1;0.07;1.157;7.457;0.38;63.07831305;24000
1454;79;MR;3000;12;4.5;2;0.59;0.02;0.41;0.04;0.1;0.07;2.6255;14.914;0.38;63.07831305;36000
1455;79;MR;4000;12;4.5;2;1.05;0.05;0.72;0.04;0.1;0.07;4.6725;37.285;0.38;63.07831305;48000
1456;79;MR;5000;12;4.5;2;1.65;0.09;1.1;0.04;0.1;0.07;7.3425;67.113;0.38;63.07831305;60000
1457;79;MR;6000;12;4.5;2;2.38;0.15;1.58;0.03;0.1;0.07;10.591;111.855;0.38;84.1044174;72000
1458;79;MR;7000;12;4.5;2;3.27;0.25;2.23;0.04;0.1;0.07;14.5515;186.425;0.38;63.07831305;84000
1459;79;MR;8000;12;4.5;2;4.31;0.38;3.02;0.04;0.1;0.07;19.1795;283.366;0.38;63.07831305;96000
1460;79;MR;9000;12;4.5;2;5.52;0.57;3.98;0.04;0.1;0.07;24.564;425.049;0.38;63.07831305;108000
1461;79;MR;10000;12;4.5;2;6.89;0.81;5.1;0.04;0.1;0.07;30.6605;604.017;0.38;63.07831305;120000
1462;79;MR;11000;12;4.5;2;8.44;1.12;6.43;0.04;0.11;0.07;37.558;835.184;0.38;72.77280214;132000
1412;76;NULL;12000;12;14;2;12.96;11.2;58.81;0.32;0.14;0.07;57.672;8351.84;1.17;13.06117164;144000
1413;76;NULL;13000;12;14;2;14.65;11.78;57.12;0.27;0.13;0.07;65.1925;8784.346;1.17;13.8513252;156000
1414;76;NULL;13999;12;14;2;16.39;11.93;53.72;0.22;0.13;0.07;72.9355;8896.201;1.17;16.99935366;167988
1415;76;NULL;15000;12;14;2;18.27;12.54;52.68;0.19;0.12;0.07;81.3015;9351.078;1.17;17.4565465;180000
1416;76;NULL;16000;12;14;2;19.85;9.34;36.78;0.11;0.12;0.07;88.3325;6964.838;1.17;30.15221668;192000
1471;80;SF;2000;12;4.7;2;0.35;0.01;0.29;0.06;0.13;0.07;1.5575;7.457;0.39;62.33096341;24000
1472;80;SF;3000;12;4.7;2;0.77;0.03;0.63;0.06;0.13;0.07;3.4265;22.371;0.39;62.33096341;36000
1473;80;SF;4000;12;4.7;2;1.37;0.07;1.08;0.05;0.13;0.07;6.0965;52.199;0.39;74.79715609;48000
1474;80;SF;5000;12;4.7;2;2.14;0.14;1.71;0.05;0.13;0.07;9.523;104.398;0.39;74.79715609;60000
1475;80;SF;6000;12;4.7;2;3.07;0.24;2.5;0.06;0.13;0.07;13.6615;178.968;0.39;62.33096341;72000
1476;80;SF;7000;12;4.7;2;4.2;0.38;3.46;0.06;0.13;0.07;18.69;283.366;0.39;62.33096341;84000
1477;80;SF;8000;12;4.7;2;5.57;0.59;4.63;0.06;0.13;0.07;24.7865;439.963;0.39;62.33096341;96000
1478;80;SF;9000;12;4.7;2;7.11;0.83;5.84;0.06;0.13;0.07;31.6395;618.931;0.39;62.33096341;108000
1479;80;SF;10000;12;4.7;2;8.83;1.13;7.15;0.06;0.13;0.07;39.2935;842.641;0.39;62.33096341;120000
1480;80;SF;11000;12;4.7;2;10.8;1.51;8.64;0.06;0.14;0.07;48.06;1126.007;0.39;69.65958208;132000
1427;77;SF;12000;12;3.8;2;11.48;1.58;8.32;0.05;0.12;0.07;51.086;1178.206;0.32;66.3348767;144000
1428;77;SF;13000;12;3.8;2;13.63;2.06;9.97;0.05;0.12;0.07;60.6535;1536.142;0.32;66.3348767;156000
1429;77;SF;13999;12;3.8;2;16.1;2.64;11.9;0.05;0.12;0.07;71.645;1968.648;0.32;66.3348767;167988
1430;77;SF;15000;12;3.8;2;18.92;3.37;14.16;0.05;0.13;0.07;84.194;2513.009;0.32;74.79715609;180000
1431;77;SF;16000;12;3.8;2;22.43;4.37;17.23;0.05;0.13;0.07;99.8135;3258.709;0.32;74.79715609;192000
1432;77;SF;17000;12;3.8;2;26.24;5.55;20.59;0.06;0.14;0.07;116.768;4138.635;0.32;69.65958208;204000
1486;81;NULL;1000;12;5;2;0.06;0.01;0.04;0.03;0.09;0.07;0.267;7.457;0.42;71.80961047;12000
1487;81;NULL;2000;12;5;2;0.23;0.01;0.15;0.03;0.09;0.07;1.0235;7.457;0.42;71.80961047;24000
1488;81;NULL;3000;12;5;2;0.51;0.02;0.35;0.03;0.09;0.07;2.2695;14.914;0.42;71.80961047;36000
1489;81;NULL;4000;12;5;2;0.91;0.04;0.62;0.03;0.09;0.07;4.0495;29.828;0.42;71.80961047;48000
1490;81;NULL;5000;12;5;2;1.43;0.08;0.95;0.03;0.09;0.07;6.3635;59.656;0.42;71.80961047;60000
1491;81;NULL;6000;12;5;2;2.07;0.13;1.35;0.03;0.09;0.07;9.2115;96.941;0.42;71.80961047;72000
1492;81;NULL;7000;12;5;2;2.83;0.2;1.8;0.03;0.09;0.07;12.5935;149.14;0.42;71.80961047;84000
1493;81;NULL;8000;12;5;2;3.73;0.32;2.49;0.03;0.09;0.07;16.5985;238.624;0.42;71.80961047;96000
1494;81;NULL;9000;12;5;2;4.78;0.49;3.45;0.03;0.09;0.07;21.271;365.393;0.42;71.80961047;108000
1495;81;NULL;10000;12;5;2;5.99;0.74;4.64;0.04;0.09;0.07;26.6555;551.818;0.42;53.85720785;120000
1496;81;NULL;11000;12;5;2;7.35;1.07;6.14;0.04;0.09;0.07;32.7075;797.899;0.42;53.85720785;132000
1444;78;NULL;12000;12;4;2;7.8;0.97;5.11;0.03;0.08;0.07;34.71;723.329;0.33;60.18022225;144000
1445;78;NULL;13000;12;4;2;9.32;1.29;6.24;0.03;0.08;0.07;41.474;961.953;0.33;60.18022225;156000
1446;78;NULL;13999;12;4;2;11.04;1.68;7.59;0.03;0.09;0.07;49.128;1252.776;0.33;71.80961047;167988
1447;78;NULL;15000;12;4;2;13.06;2.18;9.15;0.03;0.09;0.07;58.117;1625.626;0.33;71.80961047;180000
1448;78;NULL;16000;12;4;2;15.8;3.68;14.5;0.04;0.09;0.07;70.31;2744.176;0.33;53.85720785;192000
1449;78;NULL;17000;12;4;2;18.26;5.48;20.33;0.06;0.1;0.07;81.257;4086.436;0.33;42.0522087;204000
1450;78;NULL;18000;12;4;2;20.19;6.12;21.42;0.05;0.09;0.07;89.8455;4563.684;0.33;43.08576628;216000
1451;78;NULL;19000;12;4;2;21.81;7.08;23.47;0.05;0.09;0.07;97.0545;5279.556;0.33;43.08576628;228000
1452;78;NULL;20000;12;4;2;23;7.81;24.61;0.05;0.09;0.07;102.35;5823.917;0.33;43.08576628;240000
1506;82;MR;2000;12;5.5;2;0.29;0.01;0.22;0.04;0.11;0.07;1.2905;7.457;0.46;72.77280214;24000
1507;82;MR;3000;12;5.5;2;0.65;0.02;0.49;0.04;0.11;0.07;2.8925;14.914;0.46;72.77280214;36000
1508;82;MR;4000;12;5.5;2;1.16;0.05;0.86;0.04;0.11;0.07;5.162;37.285;0.46;72.77280214;48000
1509;82;MR;5000;12;5.5;2;1.81;0.1;1.3;0.04;0.11;0.07;8.0545;74.57;0.46;72.77280214;60000
1510;82;MR;6000;12;5.5;2;2.62;0.18;1.88;0.04;0.11;0.07;11.659;134.226;0.46;72.77280214;72000
1511;82;MR;7000;12;5.5;2;3.61;0.32;2.87;0.05;0.11;0.07;16.0645;238.624;0.46;58.21824171;84000
1512;82;MR;8000;12;5.5;2;4.77;0.53;4.14;0.05;0.11;0.07;21.2265;395.221;0.46;58.21824171;96000
1513;82;MR;9000;12;5.5;2;6.12;0.82;5.74;0.06;0.11;0.07;27.234;611.474;0.46;48.51520143;108000
1514;82;MR;10000;12;5.5;2;7.65;1.23;7.72;0.06;0.12;0.07;34.0425;917.211;0.46;55.27906392;120000
1515;82;MR;11000;12;5.5;2;9.39;1.77;10.15;0.07;0.12;0.07;41.7855;1319.889;0.46;47.38205478;132000
1463;79;MR;12000;12;4.5;2;10.16;1.49;7.82;0.04;0.11;0.07;45.212;1111.093;0.38;72.77280214;144000
1464;79;MR;13000;12;4.5;2;12.05;1.87;9.07;0.04;0.11;0.07;53.6225;1394.459;0.38;72.77280214;156000
1465;79;MR;13999;12;4.5;2;14.18;2.33;10.47;0.04;0.11;0.07;63.101;1737.481;0.38;72.77280214;167988
1466;79;MR;15000;12;4.5;2;16.58;2.86;12.03;0.04;0.11;0.07;73.781;2132.702;0.38;72.77280214;180000
1467;79;MR;16000;12;4.5;2;19.47;3.57;14.05;0.04;0.12;0.07;86.6415;2662.149;0.38;82.91859587;192000
1468;79;MR;17000;12;4.5;2;22.98;4.58;16.98;0.05;0.12;0.07;102.261;3415.306;0.38;66.3348767;204000
1469;79;MR;19000;12;4.5;2;27.9;7;23.23;0.05;0.12;0.07;124.155;5219.9;0.38;66.3348767;228000
1470;79;MR;20000;12;4.5;2;29.97;8.21;25.88;0.05;0.11;0.07;133.3665;6122.197;0.38;58.21824171;240000
1524;83;NULL;1000;12;6;2;0.07;0.01;0.06;0.04;0.11;0.07;0.3115;7.457;0.5;72.77280214;12000
1525;83;NULL;2000;12;6;2;0.28;0.01;0.22;0.04;0.11;0.07;1.246;7.457;0.5;72.77280214;24000
1526;83;NULL;3000;12;6;2;0.64;0.02;0.5;0.04;0.11;0.07;2.848;14.914;0.5;72.77280214;36000
1527;83;NULL;4000;12;6;2;1.13;0.06;0.87;0.04;0.11;0.07;5.0285;44.742;0.5;72.77280214;48000
1528;83;NULL;5000;12;6;2;1.77;0.1;1.31;0.04;0.11;0.07;7.8765;74.57;0.5;72.77280214;60000
1529;83;NULL;6000;12;6;2;2.57;0.19;2.02;0.04;0.11;0.07;11.4365;141.683;0.5;72.77280214;72000
1530;83;NULL;7000;12;6;2;3.55;0.36;3.26;0.05;0.11;0.07;15.7975;268.452;0.5;58.21824171;84000
1531;83;NULL;8000;12;6;2;4.7;0.62;4.9;0.06;0.11;0.07;20.915;462.334;0.5;48.51520143;96000
1532;83;NULL;9000;12;6;2;6.03;1;7.02;0.07;0.11;0.07;26.8335;745.7;0.5;41.58445837;108000
1533;83;NULL;10000;12;6;2;7.54;1.54;9.74;0.08;0.11;0.07;33.553;1148.378;0.5;36.38640107;120000
1481;80;SF;12000;12;4.7;2;12.99;1.96;10.29;0.06;0.14;0.07;57.8055;1461.572;0.39;69.65958208;144000
1482;80;SF;13000;12;4.7;2;15.43;2.54;12.33;0.06;0.14;0.07;68.6635;1894.078;0.39;69.65958208;156000
1483;80;SF;13999;12;4.7;2;18.23;3.27;14.72;0.06;0.14;0.07;81.1235;2438.439;0.39;69.65958208;167988
1484;80;SF;15000;12;4.7;2;21.44;4.18;17.56;0.06;0.14;0.07;95.408;3117.026;0.39;69.65958208;180000
1485;80;SF;16000;12;4.7;2;25.34;5.4;21.29;0.07;0.15;0.07;112.763;4026.78;0.39;66.21843463;192000
1534;83;NULL;11000;12;6;2;9.26;2.3;13.19;0.09;0.12;0.07;41.207;1715.11;0.5;36.85270928;132000
1542;84;WEP;1000;12;6.5;2;0.09;0.01;0.07;0.06;0.13;0.07;0.4005;7.457;0.54;62.33096341;12000
1543;84;WEP;2000;12;6.5;2;0.34;0.01;0.29;0.06;0.13;0.07;1.513;7.457;0.54;62.33096341;24000
1544;84;WEP;3000;12;6.5;2;0.77;0.03;0.65;0.06;0.13;0.07;3.4265;22.371;0.54;62.33096341;36000
1545;84;WEP;4000;12;6.5;2;1.38;0.07;1.11;0.06;0.13;0.07;6.141;52.199;0.54;62.33096341;48000
1546;84;WEP;5000;12;6.5;2;2.15;0.14;1.7;0.05;0.13;0.07;9.5675;104.398;0.54;74.79715609;60000
1547;84;WEP;6000;12;6.5;2;3.15;0.27;2.85;0.06;0.13;0.07;14.0175;201.339;0.54;62.33096341;72000
1548;84;WEP;7000;12;6.5;2;4.35;0.49;4.37;0.07;0.13;0.07;19.3575;365.393;0.54;53.42654007;84000
1549;84;WEP;8000;12;6.5;2;5.76;0.8;6.32;0.08;0.14;0.07;25.632;596.56;0.54;52.24468656;96000
1550;84;WEP;9000;12;6.5;2;7.4;1.26;8.82;0.09;0.14;0.07;32.93;939.582;0.54;46.43972139;108000
1551;84;WEP;10000;12;6.5;2;9.27;1.86;11.7;0.09;0.14;0.07;41.2515;1387.002;0.54;46.43972139;120000
1497;81;NULL;12000;12;5;2;8.89;1.53;8.06;0.04;0.09;0.07;39.5605;1140.921;0.42;53.85720785;144000
1498;81;NULL;13000;12;5;2;10.62;2.18;10.57;0.05;0.1;0.07;47.259;1625.626;0.42;50.46265044;156000
1499;81;NULL;13999;12;5;2;12.53;3.1;13.94;0.06;0.1;0.07;55.7585;2311.67;0.42;42.0522087;167988
1500;81;NULL;15000;12;5;2;14.64;4.47;18.78;0.07;0.1;0.07;65.148;3333.279;0.42;36.04475031;180000
1501;81;NULL;16000;12;5;2;17.01;7.36;28.97;0.09;0.1;0.07;75.6945;5488.352;0.42;28.0348058;192000
1502;81;NULL;17000;12;5;2;19.1;8.52;31.57;0.09;0.1;0.07;84.995;6353.364;0.42;28.0348058;204000
1503;81;NULL;18000;12;5;2;21.01;10.06;35.22;0.09;0.1;0.07;93.4945;7501.742;0.42;28.0348058;216000
1504;81;NULL;19000;12;5;2;22.46;8.96;29.74;0.07;0.09;0.07;99.947;6681.472;0.42;30.77554735;228000
1505;81;NULL;20000;12;5;2;24;10.49;33.05;0.07;0.09;0.07;106.8;7822.393;0.42;30.77554735;240000
1552;84;WEP;11000;12;6.5;2;11.19;2.29;13.14;0.09;0.14;0.07;49.7955;1707.653;0.54;46.43972139;132000
1560;85;E;1000;12;6;2;0.06;0.01;0.05;0.04;0.1;0.07;0.267;7.457;0.5;55.90169944;12000
1561;85;E;2000;12;6;2;0.26;0.01;0.19;0.04;0.1;0.07;1.157;7.457;0.5;55.90169944;24000
1562;85;E;3000;12;6;2;0.58;0.02;0.42;0.04;0.1;0.07;2.581;14.914;0.5;55.90169944;36000
1563;85;E;4000;12;6;2;1.03;0.05;0.75;0.04;0.1;0.07;4.5835;37.285;0.5;55.90169944;48000
1564;85;E;5000;12;6;2;1.62;0.09;1.15;0.04;0.1;0.07;7.209;67.113;0.5;55.90169944;60000
1565;85;E;6000;12;6;2;2.33;0.15;1.62;0.04;0.1;0.07;10.3685;111.855;0.5;55.90169944;72000
1566;85;E;7000;12;6;2;3.18;0.24;2.16;0.04;0.1;0.07;14.151;178.968;0.5;55.90169944;84000
1567;85;E;8000;12;6;2;4.21;0.41;3.21;0.04;0.1;0.07;18.7345;305.737;0.5;55.90169944;96000
1568;85;E;9000;12;6;2;5.41;0.65;4.55;0.04;0.1;0.07;24.0745;484.705;0.5;55.90169944;108000
1516;82;MR;12000;12;5.5;2;11.29;2.37;12.46;0.07;0.12;0.07;50.2405;1767.309;0.46;47.38205478;144000
1517;82;MR;13000;12;5.5;2;13.29;2.86;13.85;0.06;0.12;0.07;59.1405;2132.702;0.46;55.27906392;156000
1518;82;MR;13999;12;5.5;2;15.52;3.4;15.3;0.06;0.12;0.07;69.064;2535.38;0.46;55.27906392;167988
1519;82;MR;15000;12;5.5;2;18.01;4;16.81;0.06;0.12;0.07;80.1445;2982.8;0.46;55.27906392;180000
1520;82;MR;16000;12;5.5;2;20.8;4.84;19.07;0.06;0.12;0.07;92.56;3609.188;0.46;55.27906392;192000
1521;82;MR;17000;12;5.5;2;23.41;5.5;20.41;0.06;0.12;0.07;104.1745;4101.35;0.46;55.27906392;204000
1522;82;MR;18000;12;5.5;2;26.02;7;24.52;0.06;0.12;0.07;115.789;5219.9;0.46;55.27906392;216000
1523;82;MR;19000;12;5.5;2;28.37;7.85;26.05;0.06;0.12;0.07;126.2465;5853.745;0.46;55.27906392;228000
1569;85;E;10000;12;6;2;6.77;0.99;6.26;0.05;0.1;0.07;30.1265;738.243;0.5;44.72135955;120000
1570;85;E;11000;12;6;2;8.33;1.47;8.43;0.06;0.1;0.07;37.0685;1096.179;0.5;37.26779962;132000
1577;86;EP;1000;12;6;2;0.06;0.01;0.05;0.04;0.1;0.07;0.267;7.457;0.5;63.07831305;12000
1578;86;EP;2000;12;6;2;0.26;0.01;0.19;0.04;0.1;0.07;1.157;7.457;0.5;63.07831305;24000
1579;86;EP;3000;12;6;2;0.58;0.02;0.42;0.04;0.1;0.07;2.581;14.914;0.5;63.07831305;36000
1580;86;EP;4000;12;6;2;1.03;0.05;0.75;0.04;0.1;0.07;4.5835;37.285;0.5;63.07831305;48000
1581;86;EP;5000;12;6;2;1.62;0.09;1.14;0.04;0.1;0.07;7.209;67.113;0.5;63.07831305;60000
1582;86;EP;6000;12;6;2;2.33;0.15;1.61;0.04;0.1;0.07;10.3685;111.855;0.5;63.07831305;72000
1583;86;EP;7000;12;6;2;3.19;0.24;2.16;0.04;0.1;0.07;14.1955;178.968;0.5;63.07831305;84000
1584;86;EP;8000;12;6;2;4.22;0.41;3.19;0.04;0.1;0.07;18.779;305.737;0.5;63.07831305;96000
1585;86;EP;9000;12;6;2;5.41;0.64;4.51;0.04;0.1;0.07;24.0745;477.248;0.5;63.07831305;108000
1535;83;NULL;12000;12;6;2;11.02;2.85;14.97;0.08;0.12;0.07;49.039;2125.245;0.5;41.45929794;144000
1536;83;NULL;13000;12;6;2;12.91;3.35;16.23;0.08;0.12;0.07;57.4495;2498.095;0.5;41.45929794;156000
1537;83;NULL;13999;12;6;2;14.95;3.82;17.22;0.07;0.12;0.07;66.5275;2848.574;0.5;47.38205478;167988
1538;83;NULL;15000;12;6;2;17.19;4.33;18.2;0.06;0.12;0.07;76.4955;3228.881;0.5;55.27906392;180000
1539;83;NULL;16000;12;6;2;19.54;5.12;20.19;0.06;0.12;0.07;86.953;3817.984;0.5;55.27906392;192000
1540;83;NULL;17000;12;6;2;21.96;5.73;21.24;0.06;0.12;0.07;97.722;4272.861;0.5;55.27906392;204000
1541;83;NULL;18000;12;6;2;24.43;8.09;28.33;0.07;0.11;0.07;108.7135;6032.713;0.5;41.58445837;216000
1586;86;EP;10000;12;6;2;6.78;0.98;6.19;0.05;0.1;0.07;30.171;730.786;0.5;50.46265044;120000
1587;86;EP;11000;12;6;2;8.33;1.45;8.32;0.05;0.1;0.07;37.0685;1081.265;0.5;50.46265044;132000
1597;87;SF;1000;12;6;2;0.09;0.01;0.09;0.07;0.14;0.07;0.4005;7.457;0.5;59.70821321;12000
1598;87;SF;2000;12;6;2;0.39;0.01;0.35;0.07;0.15;0.07;1.7355;7.457;0.5;66.21843463;24000
1599;87;SF;3000;12;6;2;0.87;0.04;0.77;0.07;0.15;0.07;3.8715;29.828;0.5;66.21843463;36000
1600;87;SF;4000;12;6;2;1.54;0.08;1.33;0.07;0.15;0.07;6.853;59.656;0.5;66.21843463;48000
1601;87;SF;5000;12;6;2;2.42;0.18;2.26;0.07;0.15;0.07;10.769;134.226;0.5;66.21843463;60000
1602;87;SF;6000;12;6;2;3.51;0.33;3.51;0.08;0.15;0.07;15.6195;246.081;0.5;57.9411303;72000
1603;87;SF;7000;12;6;2;4.82;0.57;5.12;0.08;0.15;0.07;21.449;425.049;0.5;57.9411303;84000
1604;87;SF;8000;12;6;2;6.39;0.91;7.16;0.09;0.15;0.07;28.4355;678.587;0.5;51.50322694;96000
1605;87;SF;9000;12;6;2;8.15;1.26;8.84;0.09;0.15;0.07;36.2675;939.582;0.5;51.50322694;108000
1553;84;WEP;12000;12;6.5;2;13.3;2.75;14.46;0.08;0.14;0.07;59.185;2050.675;0.54;52.24468656;144000
1554;84;WEP;13000;12;6.5;2;15.57;3.19;15.47;0.07;0.14;0.07;69.2865;2378.783;0.54;59.70821321;156000
1555;84;WEP;13999;12;6.5;2;17.98;3.54;15.93;0.06;0.14;0.07;80.011;2639.778;0.54;69.65958208;167988
1556;84;WEP;15000;12;6.5;2;20.68;4.04;16.99;0.06;0.14;0.07;92.026;3012.628;0.54;69.65958208;180000
1557;84;WEP;16000;12;6.5;2;23.71;5.63;22.18;0.07;0.14;0.07;105.5095;4198.291;0.54;59.70821321;192000
1558;84;WEP;17000;12;6.5;2;26.76;6.55;24.27;0.07;0.14;0.07;119.082;4884.335;0.54;59.70821321;204000
1559;84;WEP;19000;12;6.5;2;32.9;10.87;36.05;0.08;0.14;0.07;146.405;8105.759;0.54;52.24468656;228000
1606;87;SF;10000;12;6;2;10.07;1.63;10.28;0.08;0.15;0.07;44.8115;1215.491;0.5;57.9411303;120000
1607;87;SF;11000;12;6;2;12.24;2.05;11.73;0.08;0.15;0.07;54.468;1528.685;0.5;57.9411303;132000
1613;88;NULL;1000;12;7;2;0.07;0.01;0.06;0.05;0.11;0.07;0.3115;7.457;0.58;58.21824171;12000
1614;88;NULL;2000;12;7;2;0.29;0.01;0.24;0.05;0.11;0.07;1.2905;7.457;0.58;58.21824171;24000
